scan_number,RT,pepmass,intensity,summed_ms2_intensity,126.0917,147.113,175.119,pass_threshold
4961,1961.29085,756.688842773438,129278.6015625,207750.50048828172,no,no,no,no
4962,1961.558867,484.488647460938,262440.5,592933.969360353,no,yes,yes,no
4964,1961.732708,436.607971191406,61313.01171875,495900.59729004075,no,yes,yes,no
4966,1962.1122,698.624877929688,678166.875,1012566.9291992196,no,yes,no,yes
4967,1962.381593,610.7509765625,164583.3125,193907.67504882874,no,yes,no,no
4968,1962.475433,480.585235595703,347318.25,1156761.6191406264,no,yes,yes,no
4969,1962.560187,659.30615234375,239695.40625,445611.2070312504,no,no,no,no
4970,1962.648188,531.654418945313,104316.015625,632775.5653076186,no,yes,yes,no
4971,1962.732932,799.040893554688,133828.890625,180312.6450195316,no,no,no,no
4972,1962.821322,556.291870117188,0.0,124699.0554199221,no,yes,yes,no
4973,1962.908318,626.291381835938,84831.8515625,148600.9927978523,no,yes,no,no
4975,1963.082297,553.775207519531,543036.3125,1048658.3956298837,no,yes,yes,no
4976,1963.350803,383.199035644531,150012.796875,819429.1735839859,no,yes,yes,no
4978,1963.52515,705.333862304688,158239.671875,255085.0422363285,no,yes,no,no
4979,1963.793793,632.783142089844,103501.625,107541.18896484401,no,yes,no,no
4980,1963.888,779.680786132813,86061.21875,143258.62207031288,no,no,no,no
4981,1963.972637,681.335693359375,70908.734375,83690.23095703158,no,no,no,no
4982,1964.05788,541.225280761719,155332.046875,336009.7576904306,no,yes,yes,no
4983,1964.146019,872.066589355469,57052.515625,116264.89624023493,no,no,no,no
4984,1964.233888,407.727996826172,84463.9921875,273434.68334961025,no,yes,yes,no
4986,1964.407862,431.470397949219,248655.40625,979362.9831542983,no,yes,yes,no
4987,1964.67653,434.541961669922,170125.1875,330749.59692382923,no,yes,yes,yes
4988,1964.772466,413.211578369141,57446.0859375,426609.8706054694,no,yes,yes,no
4989,1964.860275,409.960968017578,87443.6328125,364280.14526367356,no,yes,yes,no
4991,1965.033855,689.300415039063,161763.234375,439354.8129882824,no,yes,no,no
4992,1965.302223,767.857299804688,308695.5625,324808.06457519584,no,no,no,no
4993,1965.401718,676.652648925781,86001.1953125,142728.6436767582,no,no,no,no
4994,1965.489729,640.299011230469,72933.8203125,141924.380371094,no,yes,no,no
4995,1965.577592,760.687561035156,0.0,76673.77893066428,no,no,no,no
4996,1965.665484,410.209136962891,88727.0703125,374795.2667236342,no,yes,yes,no
4998,1965.839584,379.451782226563,630350.5625,1607228.1925048833,no,yes,yes,yes
4999,1966.106959,582.287902832031,86094.984375,188247.0139160163,no,yes,yes,no
5000,1966.203044,437.209075927734,48820.4140625,208905.32812500044,no,yes,yes,no
5001,1966.287665,628.794921875,0.0,184277.536865235,no,yes,no,no
5003,1966.464669,432.467376708984,490489.375,1180104.4383544931,no,yes,yes,yes
5004,1966.732942,516.213745117188,133907.703125,353847.0695800788,no,yes,yes,yes
5005,1966.827154,387.207672119141,90543.5625,453436.13305664173,no,yes,yes,no
5006,1966.911783,463.986785888672,94359.84375,480337.27648925886,no,yes,yes,no
5007,1966.997021,1127.11376953125,55282.02734375,96192.8892822269,no,no,no,no
5010,1967.559997,654.303344726563,70714.671875,272327.782592774,no,no,no,no
5011,1967.82865,617.29736328125,65532.1640625,102942.0823974614,no,yes,no,no
5012,1967.92562,741.333679199219,94073.78125,96863.12475585971,no,no,no,no
5013,1968.013515,892.150756835938,80911.21875,118434.8015136721,no,no,no,no
5014,1968.098367,825.378356933594,48665.88671875,104720.98425292998,no,no,no,no
5016,1968.273362,628.280151367188,91833.53125,229511.5379638678,no,yes,no,no
5017,1968.541875,696.352844238281,153410.8125,183453.50610351618,no,yes,no,no
5018,1968.636969,710.668762207031,101566.2109375,136040.5460205082,no,no,no,no
5019,1968.724108,680.829467773438,52355.80859375,88101.20751953167,no,no,no,no
5020,1968.808837,762.39501953125,0.0,117678.30187988316,no,no,no,no
5022,1968.984837,588.790954589844,32259.958984375,125007.69262695337,no,yes,yes,no
5024,1969.381438,453.219512939453,1093054.0,3946089.828247071,no,yes,yes,no
5025,1969.6502,422.969573974609,233672.53125,514750.21899414185,no,yes,yes,yes
5026,1969.746677,570.281677246094,196506.84375,606458.4793701188,no,yes,yes,yes
5027,1969.830411,670.998901367188,111096.4609375,202222.20715332095,no,no,no,no
5028,1969.915668,1024.409545898438,77714.140625,140289.64648437581,no,no,no,no
5030,1970.091675,693.849426269531,60813.3046875,109677.63146972687,no,no,no,no
5031,1970.360962,1024.078247070313,59320.2109375,102694.75085449239,no,no,no,no
5032,1970.456532,681.001953125,67084.2890625,191801.3839111334,no,no,no,no
5034,1970.632034,540.935363769531,133520.125,539427.9989013681,no,yes,yes,no
5035,1970.900522,510.251251220703,85645.484375,451858.61975097767,no,yes,yes,no
5036,1970.995374,693.599792480469,37601.7421875,178903.20568847717,no,no,no,no
5039,1971.556615,659.555603027344,86125.4140625,316212.8088378914,no,no,no,no
5041,1971.938211,505.599639892578,1067356.75,3441443.883666992,no,yes,yes,yes
5042,1972.206745,603.956726074219,301821.71875,787983.4945068365,no,no,yes,no
5043,1972.303857,631.0537109375,158237.5625,414128.98706054804,no,no,no,no
5045,1972.48021,398.513946533203,290729.8125,591389.6912841812,no,yes,yes,no
5046,1972.748729,484.472259521484,116065.5234375,611877.5449218765,no,yes,yes,no
5047,1972.845592,466.988067626953,44983.28515625,260901.97473144607,no,yes,yes,no
5048,1972.933465,582.311096191406,59698.4609375,232624.2204589852,no,yes,yes,no
5049,1973.018181,714.558227539063,60482.79296875,109184.79516601586,no,no,no,no
5051,1973.193429,387.197418212891,129907.859375,701757.9147949228,no,yes,yes,no
5052,1973.461947,613.272583007813,54130.140625,104746.27539062519,no,yes,yes,no
5053,1973.558033,581.976928710938,127309.3828125,312297.1766357429,no,yes,yes,no
5054,1973.642302,731.331604003906,55120.90625,140567.0357666018,no,no,no,no
5056,1973.817024,529.252319335938,1284693.875,4087238.274780274,no,yes,yes,yes
5057,1974.085798,464.569274902344,123031.171875,554884.4941406266,no,yes,yes,no
5058,1974.181909,615.325622558594,39088.4375,145412.8641357424,no,no,no,no
5059,1974.26627,402.2265625,34963.125,398895.0423583996,no,yes,yes,no
5060,1974.351886,1139.475952148438,0.0,77974.3542480473,no,no,no,no
5062,1974.528124,650.799682617188,5057651.5,11632489.971923828,no,yes,no,yes
5063,1974.796795,638.284790039063,132858.953125,243769.17614746134,no,yes,yes,yes
5064,1974.893374,696.065979003906,0.0,207701.98779296913,no,yes,no,no
5065,1974.981245,408.718353271484,50869.578125,370486.9959716804,no,yes,yes,no
5067,1975.156611,867.397033691406,1167648.375,1741476.4405517587,no,yes,no,yes
5068,1975.425643,636.294677734375,111777.7734375,235975.34997558652,no,yes,no,yes
5069,1975.520987,573.312805175781,110964.5390625,267475.6561279301,no,yes,yes,yes
5070,1975.605733,656.540649414063,73083.6640625,115300.21118164116,no,no,no,no
5072,1975.780952,664.316711425781,281720.5625,886589.6018066418,no,yes,no,yes
5073,1976.049499,413.888458251953,69994.5234375,484347.46179199335,no,yes,yes,yes
5074,1976.144689,616.282348632813,39795.7421875,112214.60742187528,no,yes,no,no
5076,1976.319965,516.879028320313,279539.28125,907241.3876953137,no,yes,yes,yes
5077,1976.588333,401.197174072266,60888.35546875,418824.715332032,no,yes,yes,no
5080,1977.149289,646.296691894531,428988.96875,1023964.3020019539,no,yes,no,no
5081,1977.417668,471.737823486328,36315.79296875,336832.5533447274,no,yes,yes,no
5083,1977.592889,587.942321777344,89851.8671875,223181.23132324294,no,yes,no,no
5084,1977.861303,714.306457519531,114671.890625,202559.96618652422,no,yes,no,no
5086,1978.036764,393.549652099609,2209381.75,7366279.401733398,no,yes,yes,no
5088,1978.418995,621.811584472656,159408.09375,758334.4243164066,no,yes,yes,no
5089,1978.687748,616.962768554688,0.0,165606.89367675863,no,yes,no,no
5091,1978.863473,533.253173828125,565274.0,1368095.8822021496,no,yes,yes,no
5092,1979.1321,382.544616699219,446638.53125,1258388.3649902348,no,yes,yes,yes
5094,1979.307837,673.733581542969,147566.3125,583835.1129150398,no,yes,no,no
5095,1979.57621,760.352844238281,44740.1015625,61486.4772949221,no,no,no,no
5096,1979.672692,881.094909667969,0.0,104008.95080566457,no,no,no,no
5098,1979.848312,841.068786621094,239966.234375,551437.9544677738,no,no,no,no
5099,1980.116953,387.54638671875,190437.625,1019313.8536376962,no,yes,yes,no
5100,1980.214171,448.203948974609,106908.46875,654488.5974121105,no,yes,yes,no
5101,1980.298159,639.966369628906,89595.9296875,187096.8532714849,no,yes,no,no
5103,1980.47441,555.260131835938,379043.9375,2683116.4455566416,no,yes,yes,no
5104,1980.742687,390.536590576172,408388.625,1185883.784423829,no,yes,yes,yes
5105,1980.839651,673.932922363281,254251.265625,850011.9459228525,no,yes,no,no
5106,1980.924384,680.328735351563,75731.1640625,119778.03381347697,no,no,no,no
5107,1981.00976,761.020812988281,46223.515625,64331.09472656279,no,no,no,no
5108,1981.094272,549.275390625,51385.32421875,186577.43457031288,no,yes,yes,no
5110,1981.269014,596.936340332031,606533.1875,1944586.755126954,no,yes,yes,no
5111,1981.537537,566.017272949219,328348.875,1095809.866455079,no,yes,yes,no
5113,1981.712614,634.296875,87531.015625,246897.7711181649,no,yes,yes,no
5114,1981.981283,539.958557128906,124063.5703125,471599.0218505871,no,yes,yes,no
5115,1982.077992,1001.959899902344,0.0,67790.30651855511,no,no,no,no
5117,1982.252616,436.734436035156,160546.53125,797997.5659179701,no,yes,yes,yes
5118,1982.521626,589.821411132813,84008.2265625,284605.07629394584,no,yes,yes,yes
5119,1982.61759,756.382690429688,94341.5,127547.09216308639,no,no,no,no
5120,1982.705609,1073.096801757813,70339.875,94857.9967041019,no,no,no,no
5121,1982.793473,1042.046508789063,36254.3671875,114924.3701171876,no,no,no,no
5123,1982.968687,671.333374023438,108896.75,163412.41625976632,no,no,no,no
5124,1983.237385,448.716278076172,93450.6796875,610538.3338623061,no,yes,yes,no
5125,1983.336436,656.287292480469,0.0,120516.01318359416,no,no,no,no
5127,1983.511684,398.881256103516,147422.875,793091.4093017585,no,yes,yes,no
5128,1983.7802,1072.762329101563,0.0,96147.08386230508,no,no,no,no
5129,1983.875673,861.395812988281,71801.6328125,97552.67565918017,no,no,no,no
5131,1984.050905,804.368774414063,48091.61328125,89019.53112793,no,no,no,no
5132,1984.318449,799.374938964844,82621.9609375,174514.4682617194,no,no,no,no
5134,1984.495628,453.887512207031,688166.625,1832681.5136718757,no,yes,yes,yes
5135,1984.764397,547.040710449219,260779.65625,1197269.1140136728,no,yes,yes,no
5136,1984.861128,510.904571533203,42473.8203125,478955.6224365248,no,yes,yes,no
5137,1984.949031,410.196624755859,60938.9140625,361589.7705078134,no,yes,yes,no
5138,1985.036905,1078.762451171875,0.0,83006.9895019533,no,no,no,no
5140,1985.211731,492.612976074219,1382354.0,3593045.621826172,no,yes,yes,yes
5141,1985.480507,454.572052001953,816199.375,2511746.596435548,no,yes,yes,yes
5142,1985.576716,462.243469238281,192221.203125,659728.4418945318,no,yes,yes,yes
5143,1985.663611,749.81005859375,42208.3359375,132625.92541503956,no,no,no,yes
5145,1985.838959,594.287780761719,294690.625,658998.8847656263,no,yes,yes,yes
5146,1986.107623,545.509338378906,225976.296875,728021.3337402355,no,yes,yes,no
5147,1986.203827,573.301330566406,174005.984375,724708.457153321,no,yes,yes,yes
5149,1986.379691,469.949981689453,208546.78125,654593.4040527353,no,yes,yes,no
5150,1986.647852,683.812377929688,65928.953125,275129.46447753947,no,no,yes,yes
5152,1986.823555,683.799255371094,73218.6953125,138547.6098632819,no,yes,no,no
5154,1987.217917,648.290344238281,64743.79296875,219395.88403320374,no,yes,no,no
5156,1987.606282,442.713897705078,197715.421875,452263.54064941494,no,yes,yes,yes
5157,1987.874201,602.30712890625,114067.5390625,466485.0744628917,no,yes,yes,no
5158,1987.970892,409.203125,107342.625,473152.26367187593,no,yes,yes,no
5159,1988.055641,690.339721679688,65728.65625,66367.1016845705,no,no,no,no
5160,1988.141004,648.040344238281,75040.109375,73858.4753417972,no,no,yes,no
5161,1988.226292,1001.7099609375,0.0,116924.96740722728,no,no,no,no
5163,1988.401631,489.970336914063,330900.75,965565.459594728,no,yes,yes,no
5164,1988.670157,398.209503173828,256883.03125,682133.6287841806,no,yes,yes,no
5165,1988.767242,780.015502929688,113505.3984375,116782.5546875006,no,no,no,no
5166,1988.851854,1078.093017578125,62705.11328125,124296.98010253966,no,no,no,no
5168,1989.027724,881.398986816406,73826.5625,75830.66613769549,no,no,no,no
5169,1989.296245,774.814086914063,39310.0703125,85160.51916503959,no,no,no,no
5170,1989.395224,687.381408691406,0.0,104443.34912109398,no,no,no,yes
5171,1989.479971,1001.455932617188,0.0,96351.27563476609,no,no,no,no
5173,1989.655831,602.614135742188,377631.46875,854510.8382568366,no,yes,yes,yes
5175,1990.04844,881.733154296875,87890.921875,61813.62902832079,no,no,no,no
5176,1990.319549,729.693115234375,82916.265625,133088.64843750055,no,no,no,no
5178,1990.495928,740.34765625,92870.6484375,77272.5402832036,no,no,no,no
5179,1990.764318,1090.733764648438,44377.58203125,100429.69897460961,no,no,no,no
5181,1990.940045,503.108581542969,398560.78125,1084065.318603516,no,yes,yes,no
5182,1991.20841,661.302490234375,116521.4921875,188901.6759033211,no,no,no,no
5183,1991.304757,720.095031738281,95181.3828125,134840.6195068363,no,no,no,no
5184,1991.389762,798.670654296875,71144.0625,82654.8520507814,no,no,no,no
5185,1991.473898,1077.785888671875,40929.3515625,107398.4304199223,no,no,no,no
5186,1991.55914,676.317749023438,58107.40234375,126061.39025878938,no,no,no,no
5188,1991.734759,543.250549316406,101155.7109375,242305.59472656302,no,yes,yes,no
5190,1992.128368,430.227996826172,466564.75,1584415.8448486335,no,yes,yes,yes
5191,1992.397657,487.272369384766,96884.578125,446188.3834228528,no,yes,yes,yes
5192,1992.492853,484.570831298828,101123.40625,410023.06835937616,no,yes,yes,no
5194,1992.668216,439.218444824219,156022.671875,399763.07055664144,no,yes,yes,no
5195,1992.936623,756.716064453125,73996.59375,107525.96301269568,no,no,no,no
5196,1993.034596,526.625732421875,93769.6796875,407200.7032470716,no,yes,yes,no
5198,1993.209568,396.527648925781,247262.59375,1099930.7058105473,no,yes,yes,no
5199,1993.478093,720.345703125,98974.046875,200773.68188476667,no,no,no,no
5200,1993.574324,901.193725585938,81176.421875,42078.3125000002,no,no,no,no
5201,1993.659059,1041.713989257813,64306.078125,63838.732543945705,no,no,no,no
5202,1993.744176,822.731628417969,55227.17578125,58087.336181641,no,no,no,no
5203,1993.829566,1091.066772460938,43831.01953125,107649.9627685552,no,no,no,no
5205,1994.004303,452.212005615234,448562.71875,1312371.829101563,no,yes,yes,yes
5206,1994.272684,799.006591796875,97365.3203125,171473.1536865244,no,no,no,no
5208,1994.448166,600.287658691406,496185.96875,756972.3081054691,no,yes,yes,no
5209,1994.716809,596.780456542969,541731.5625,880277.733276368,no,yes,yes,yes
5210,1994.812395,395.849700927734,207544.3125,927276.6807861342,no,yes,yes,yes
5211,1994.899295,383.951416015625,61472.046875,554710.1590576185,no,yes,yes,yes
5212,1994.983892,728.078247070313,49654.51171875,97013.06066894588,no,no,no,no
5214,1995.159625,661.552673339844,119439.1796875,316611.5787353524,no,yes,no,no
5215,1995.427913,670.840759277344,0.0,131485.8458251958,no,yes,no,no
5217,1995.603745,438.884002685547,153009.921875,476954.621582033,no,yes,yes,yes
5218,1995.872394,1078.4287109375,78304.0703125,109300.88708496108,no,no,no,no
5219,1995.969736,464.491241455078,112391.2734375,703191.9500732439,no,yes,yes,no
5220,1996.053598,627.6123046875,35894.69140625,160381.49267578177,no,yes,yes,no
5222,1996.228108,576.277282714844,297077.9375,1757176.0430908215,no,yes,yes,no
5223,1996.497095,464.222930908203,180001.65625,698658.8516845717,no,yes,yes,no
5224,1996.593457,538.752319335938,291161.375,708683.9638671889,no,yes,yes,no
5225,1996.677696,717.9990234375,123483.265625,196037.6342773447,no,yes,no,yes
5227,1996.853578,494.558288574219,1099618.125,2360307.8604736337,no,yes,yes,no
5228,1997.121835,647.553466796875,87997.8515625,207595.69091796954,no,no,no,no
5229,1997.219687,754.323303222656,126618.265625,360534.16125488357,no,yes,no,no
5230,1997.307214,412.888488769531,44783.859375,385804.04333496233,no,yes,yes,no
5232,1997.482427,562.267028808594,1423210.875,2388390.974609376,no,yes,yes,yes
5233,1997.749825,404.212646484375,386358.1875,1075161.2166748054,no,yes,yes,no
5234,1997.84606,559.97021484375,109961.1875,307098.68603515695,no,yes,yes,no
5235,1997.930657,542.601501464844,89121.2734375,291072.9139404303,no,yes,yes,no
5236,1998.015909,472.728118896484,42457.12109375,346531.00146484445,no,yes,yes,no
5237,1998.10431,465.440460205078,84793.796875,400916.39685058716,no,yes,yes,no
5239,1998.279897,542.272277832031,72471.046875,299695.9453125007,no,yes,yes,no
5241,1998.671879,520.899047851563,303627.8125,1332244.0505371098,no,yes,yes,no
5243,1999.065482,469.925109863281,181184.328125,862425.3737792982,no,yes,yes,no
5245,1999.451976,416.488555908203,252885.875,806939.1650390641,no,yes,yes,yes
5246,1999.720494,462.903686523438,302699.1875,999204.3756103523,no,yes,yes,yes
5248,1999.895967,1090.400634765625,93020.703125,90373.46594238307,no,no,no,no
5250,2000.289314,690.319274902344,0.0,84170.5731201175,no,yes,no,no
5252,2000.682194,419.731018066406,86082.6875,544412.0948486342,no,yes,yes,no
5254,2001.075308,689.984130859375,62531.47265625,74047.99206542989,no,yes,no,no
5256,2001.473291,592.950500488281,565463.75,1732919.741088868,no,yes,yes,yes
5257,2001.741678,823.066040039063,88949.125,92877.23437500029,no,no,no,no
5258,2001.839641,627.946044921875,93021.828125,132185.5578613287,no,yes,no,no
5259,2001.927151,668.3154296875,79039.015625,126344.94616699248,no,no,no,no
5260,2002.011887,604.642150878906,65242.15625,162662.2274169929,no,yes,yes,no
5261,2002.097126,702.643310546875,50453.58203125,102771.88525390677,no,yes,no,no
5263,2002.271752,425.85888671875,2758064.5,5441428.110839844,no,yes,yes,yes
5264,2002.540165,565.50732421875,244925.5625,906786.0748291027,no,yes,yes,yes
5265,2002.635612,694.330444335938,196089.953125,272980.25622558664,no,yes,no,no
5266,2002.723139,647.801391601563,53322.12109375,222823.7111816411,no,yes,no,no
5267,2002.807862,657.823791503906,74193.1171875,123999.6654052737,no,yes,no,yes
5268,2002.893229,411.696441650391,45815.89453125,415150.196533204,no,yes,yes,no
5270,2003.067974,477.724456787109,154681.140625,655283.6016845715,no,yes,yes,no
5272,2003.465584,569.310668945313,954138.4375,2139618.4796142587,no,yes,yes,yes
5273,2003.733847,542.021789550781,76660.8125,462572.1683349621,no,yes,yes,no
5274,2003.829199,728.331298828125,57461.34375,175964.8532714851,no,yes,no,no
5275,2003.913584,702.310363769531,65248.84765625,51896.769653320494,no,no,no,no
5276,2003.998823,526.52099609375,80458.2734375,391083.15551757946,no,yes,yes,no
5278,2004.174432,587.024719238281,210472.421875,672217.5828857431,no,yes,yes,no
5280,2004.567916,842.164978027344,95252.7265625,71649.62878417992,no,no,no,no
5281,2004.836434,549.303466796875,42457.53515625,216059.2646484384,no,yes,yes,no
5283,2005.011518,405.953216552734,202744.875,1049017.9315185559,no,yes,yes,yes
5285,2005.407876,576.287475585938,273350.90625,2382675.6672363295,no,yes,yes,no
5286,2005.676413,753.673706054688,147073.78125,179651.896606446,no,no,yes,yes
5287,2005.772632,630.291748046875,71632.3671875,195055.315429688,no,yes,yes,no
5288,2005.860642,768.108215332031,188157.25,180360.4956054694,no,no,no,no
5290,2006.036,617.552001953125,138975.375,232478.99658203174,no,yes,yes,no
5291,2006.304383,647.30517578125,123216.9140625,252904.6212158214,no,yes,yes,no
5292,2006.400976,903.417846679688,56289.7890625,70274.7679443362,no,no,no,no
5293,2006.485474,629.969787597656,113822.3046875,212538.13256835967,no,yes,no,no
5295,2006.659831,610.279541015625,82010.796875,217856.9934082041,no,yes,no,no
5296,2006.928365,472.970428466797,99232.4375,564700.9296875015,no,yes,yes,no
5298,2007.103813,508.599639892578,1727248.125,4186718.088745118,no,yes,yes,yes
5299,2007.372218,524.210876464844,608920.875,1404516.347045899,no,yes,yes,yes
5300,2007.467933,674.130859375,189989.0625,480333.03503418074,no,yes,no,no
5301,2007.554953,483.272644042969,132041.375,479369.1223144541,no,yes,yes,yes
5302,2007.639677,713.979675292969,0.0,136400.75817871152,no,yes,yes,no
5304,2007.815172,486.936828613281,136578.25,431563.80505371204,no,yes,yes,yes
5305,2008.083443,654.805480957031,80867.4453125,227270.99926757952,no,yes,no,no
5307,2008.2589,474.497161865234,253649.15625,413157.59753418114,no,yes,yes,no
5308,2008.527307,513.254272460938,146644.75,347456.3975830087,no,yes,yes,no
5309,2008.623288,711.00244140625,125356.3828125,137389.2923583988,no,yes,no,no
5310,2008.710931,549.656127929688,44763.69921875,247112.68493652425,no,yes,yes,no
5312,2008.885629,410.214874267578,46797.09375,562231.8502197277,no,yes,yes,no
5313,2009.153545,888.9208984375,0.0,96454.6296386722,no,no,no,no
5315,2009.329378,444.964569091797,2412790.5,6670419.764038086,no,yes,yes,yes
5316,2009.597648,867.725708007813,446648.46875,792688.9199218757,no,yes,no,yes
5317,2009.694621,521.732421875,244951.53125,1210614.697753907,no,yes,yes,no
5318,2009.779352,624.316467285156,50521.98046875,155377.09008789083,no,yes,yes,no
5320,2009.954341,382.180267333984,132885.265625,668413.432739259,no,yes,yes,no
5321,2010.221612,419.316619873047,107131.640625,563606.0512695323,no,yes,yes,no
5322,2010.319346,842.662414550781,69504.4453125,138800.2667236333,no,no,no,no
5324,2010.49483,440.896728515625,316292.46875,1001254.3010253918,no,yes,yes,yes
5325,2010.763346,729.845397949219,109625.0078125,95457.50708007869,no,no,no,no
5326,2010.860076,578.27880859375,107509.59375,424768.63403320423,no,yes,yes,no
5327,2010.948079,785.853942871094,41200.68359375,50029.9351806642,no,no,no,no
5328,2011.035966,643.297485351563,0.0,132474.9263916017,no,no,yes,yes
5329,2011.123819,696.314392089844,43109.0,124236.48718261765,no,yes,no,no
5331,2011.298556,729.595581054688,122170.3046875,167191.7529296882,no,no,no,no
5332,2011.566826,578.760986328125,67909.1484375,415147.491455079,no,yes,yes,no
5333,2011.662795,606.301147460938,78475.890625,206413.22729492254,no,yes,yes,no
5335,2011.837793,437.833465576172,277531.28125,932290.9510498061,no,yes,yes,no
5336,2012.105543,420.229461669922,143366.5625,558779.9172363295,no,yes,yes,no
5337,2012.201518,688.834106445313,0.0,173447.52795410235,no,yes,no,no
5339,2012.375769,382.436126708984,279416.03125,1019449.8414306651,no,yes,yes,yes
5340,2012.643531,779.344055175781,74526.46875,111408.96020507849,no,no,no,no
5342,2012.818868,651.046813964844,1715066.25,4132953.5714111337,no,yes,no,yes
5343,2013.087276,410.715606689453,77834.4921875,690070.853759767,no,yes,yes,yes
5344,2013.183982,632.662292480469,47786.60546875,127967.18334960999,no,yes,yes,no
5345,2013.272015,951.655029296875,53379.27734375,76530.31896972681,no,no,no,no
5347,2013.447094,477.233551025391,178238.625,684611.5207519543,no,yes,yes,no
5348,2013.715379,693.51904296875,271073.0,332369.53161621204,no,yes,no,no
5349,2013.811953,657.318420410156,85895.453125,150052.89343261777,no,yes,yes,no
5350,2013.899971,709.816650390625,54623.19921875,98444.67456054721,no,no,no,no
5351,2013.988227,678.004089355469,50471.7265625,149939.0141601569,no,no,no,no
5353,2014.162824,786.354858398438,121714.1484375,111820.96472167996,no,no,no,no
5354,2014.431846,646.795654296875,57497.34375,104124.08691406288,no,yes,yes,no
5355,2014.528552,511.599304199219,135426.578125,436558.9411621103,no,yes,yes,no
5356,2014.613055,500.5634765625,87654.9921875,350518.3176269538,no,yes,yes,no
5358,2014.787537,473.25732421875,847861.5,1863922.400390626,no,yes,yes,no
5359,2015.055815,612.9501953125,51875.328125,96686.40344238329,no,yes,no,no
5360,2015.151916,632.326416015625,0.0,133202.3221435551,no,yes,yes,no
5361,2015.239806,1086.7724609375,63805.953125,127589.2163085942,no,no,no,no
5363,2015.414638,531.516235351563,89961.90625,516153.2655029319,no,yes,yes,no
5364,2015.683167,1086.4384765625,56052.640625,125847.12622070347,no,no,no,no
5366,2015.858395,541.928955078125,102749.5625,263280.04821777367,no,yes,yes,no
5367,2016.12678,678.337036132813,56179.17578125,108848.7656250004,no,yes,no,no
5368,2016.222112,782.364929199219,0.0,124503.57763671917,no,no,no,no
5370,2016.396627,695.307922363281,102101.5546875,202837.76550293042,no,no,yes,no
5372,2016.788983,471.229522705078,318451.84375,1146980.0568847663,no,yes,yes,yes
5373,2017.057366,577.925231933594,151004.6875,357066.2866210949,no,yes,yes,no
5374,2017.154716,669.506896972656,65443.62109375,234704.69360351618,no,no,no,no
5375,2017.239591,889.424133300781,0.0,105097.02246093788,no,no,no,no
5377,2017.414316,506.205902099609,550324.5,1535801.3785400393,no,yes,yes,no
5378,2017.683001,480.227020263672,298543.625,867531.4598388684,no,yes,yes,no
5379,2017.778927,538.924560546875,202870.0,720379.0555419932,no,yes,yes,yes
5380,2017.863808,526.280944824219,0.0,376666.77124023554,no,yes,yes,no
5381,2017.950684,617.801635742188,0.0,90522.47253418001,no,yes,yes,no
5382,2018.038694,740.83740234375,0.0,133622.1330566409,no,no,no,no
5384,2018.212685,416.545715332031,591495.8125,2265910.5803222656,no,yes,yes,yes
5385,2018.481945,578.592346191406,330820.8125,594825.4953613292,no,yes,yes,yes
5387,2018.657025,582.29541015625,142079.84375,465509.32580566517,no,yes,yes,no
5389,2019.048278,653.947631835938,110724.484375,136170.9946289069,no,yes,yes,no
5390,2019.31691,644.987487792969,0.0,158353.26806640657,no,yes,no,no
5392,2019.492262,498.240997314453,89258.4609375,552182.7028808603,no,yes,yes,yes
5393,2019.760783,762.896911621094,141654.34375,131144.57763671887,no,no,no,no
5394,2019.857885,648.052001953125,98478.6015625,73772.9812011721,no,yes,no,no
5395,2019.94577,616.841796875,82664.6328125,164206.116333008,no,yes,yes,no
5396,2020.033764,642.340698242188,73159.5859375,131305.0720214849,no,yes,no,no
5398,2020.208221,458.590118408203,1341904.25,3105349.896484375,no,yes,yes,yes
5399,2020.477499,545.515197753906,463306.75,1669914.4389648444,no,yes,yes,no
5400,2020.572595,669.706909179688,160328.765625,305741.01025390706,no,yes,no,no
5401,2020.657075,854.39111328125,86419.875,63365.363037109695,no,no,no,no
5402,2020.742322,434.195373535156,228654.921875,871098.2205810561,no,yes,yes,yes
5403,2020.827699,768.361877441406,52810.7578125,78286.83129882858,no,no,no,no
5405,2021.002575,449.215057373047,993852.375,2205382.520751953,no,yes,yes,yes
5407,2021.397307,522.516906738281,544909.125,2126141.4689941416,no,yes,yes,no
5408,2021.665314,761.926635742188,147546.109375,154252.7680664067,no,no,no,no
5409,2021.761924,854.725036621094,78158.15625,75102.7900390628,no,no,no,no
5410,2021.846785,709.383178710938,52491.8359375,139265.43212890677,no,yes,no,no
5412,2022.021901,570.520141601563,391266.96875,1516984.1489257826,no,yes,yes,yes
5413,2022.290564,610.587768554688,243227.4375,327554.1204833995,no,yes,yes,no
5414,2022.389293,647.295532226563,47910.64453125,169975.64355468823,no,no,no,no
5415,2022.474148,889.924072265625,0.0,88449.2429199222,no,no,no,no
5417,2022.648754,698.625061035156,238941.921875,299978.75744628994,no,yes,no,yes
5418,2022.917149,610.7509765625,193775.1875,252492.7392578132,no,yes,yes,yes
5419,2023.013122,673.7734375,219837.140625,196031.94409179722,no,yes,no,no
5420,2023.097006,786.103942871094,138706.78125,63086.53063964871,no,no,no,no
5421,2023.182235,607.265563964844,62891.109375,176989.52441406276,no,yes,yes,yes
5422,2023.267485,646.547058105469,61957.81640625,123210.46582031298,no,yes,no,no
5423,2023.352886,679.983703613281,106534.390625,154445.00073242217,no,no,no,no
